nc_id,source_family,source_file,source_section_or_json_path,modal_strength,normative_clause,atomic_requirement,evidence_excerpt,extraction_rationale,lineage_status,predecessor_nc_ids,confidence
NC-0568,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[1]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0569,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[1]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0570,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[1]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0571,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[1]/path,,/api/student/profile,/api/student/profile,/api/student/profile,Extracted programmatically,NEW,,MEDIUM
NC-0572,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[1]/purpose,,Read own tenant-scoped profile.,Read own tenant-scoped profile.,Read own tenant-scoped profile.,Extracted programmatically,NEW,,MEDIUM
NC-0573,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[20],,"{""method"": ""GET"", ""path"": ""/api/academic/attendance"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Read own current/historical attendance views.""}","{""method"": ""GET"", ""path"": ""/api/academic/attendance"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Read own current/historical attendance views.""}","{""method"": ""GET"", ""path"": ""/api/academic/attendance"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Read own current/historical attendance views.""}",Extracted programmatically,NEW,,MEDIUM
NC-0574,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[20]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0575,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[20]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0576,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[20]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0577,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[20]/path,,/api/academic/attendance,/api/academic/attendance,/api/academic/attendance,Extracted programmatically,NEW,,MEDIUM
NC-0578,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[20]/purpose,,Read own current/historical attendance views.,Read own current/historical attendance views.,Read own current/historical attendance views.,Extracted programmatically,NEW,,MEDIUM
NC-0579,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[21],,"{""method"": ""POST"", ""path"": ""/api/mentor/query"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Run grounded authorization-scoped mentor query.""}","{""method"": ""POST"", ""path"": ""/api/mentor/query"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Run grounded authorization-scoped mentor query.""}","{""method"": ""POST"", ""path"": ""/api/mentor/query"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Run grounded authorization-scoped mentor query.""}",Extracted programmatically,NEW,,MEDIUM
NC-0580,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[21]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0581,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[21]/idempotency,,True,True,True,Extracted programmatically,NEW,,MEDIUM
NC-0582,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[21]/method,,POST,POST,POST,Extracted programmatically,NEW,,MEDIUM
NC-0583,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[21]/path,,/api/mentor/query,/api/mentor/query,/api/mentor/query,Extracted programmatically,NEW,,MEDIUM
NC-0584,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[21]/purpose,,Run grounded authorization-scoped mentor query.,Run grounded authorization-scoped mentor query.,Run grounded authorization-scoped mentor query.,Extracted programmatically,NEW,,MEDIUM
NC-0585,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[22],,"{""method"": ""GET"", ""path"": ""/api/mentor/threads/:threadId"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read own mentor thread safe view.""}","{""method"": ""GET"", ""path"": ""/api/mentor/threads/:threadId"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read own mentor thread safe view.""}","{""method"": ""GET"", ""path"": ""/api/mentor/threads/:threadId"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read own mentor thread safe view.""}",Extracted programmatically,NEW,,MEDIUM
NC-0586,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[22]/auth,,OWN_RESOURCE,OWN_RESOURCE,OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0587,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[22]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0588,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[22]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0589,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[22]/path,,/api/mentor/threads/:threadId,/api/mentor/threads/:threadId,/api/mentor/threads/:threadId,Extracted programmatically,NEW,,MEDIUM
NC-0590,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[22]/purpose,,Read own mentor thread safe view.,Read own mentor thread safe view.,Read own mentor thread safe view.,Extracted programmatically,NEW,,MEDIUM
NC-0591,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[2],,"{""method"": ""PATCH"", ""path"": ""/api/student/profile"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Update permitted student-controlled fields with version check.""}","{""method"": ""PATCH"", ""path"": ""/api/student/profile"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Update permitted student-controlled fields with version check.""}","{""method"": ""PATCH"", ""path"": ""/api/student/profile"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Update permitted student-controlled fields with version check.""}",Extracted programmatically,NEW,,MEDIUM
NC-0592,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[2]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0593,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[2]/idempotency,,True,True,True,Extracted programmatically,NEW,,MEDIUM
NC-0594,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[2]/method,,PATCH,PATCH,PATCH,Extracted programmatically,NEW,,MEDIUM
NC-0595,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[2]/path,,/api/student/profile,/api/student/profile,/api/student/profile,Extracted programmatically,NEW,,MEDIUM
NC-0596,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[2]/purpose,,Update permitted student-controlled fields with version check.,Update permitted student-controlled fields with version check.,Update permitted student-controlled fields with version check.,Extracted programmatically,NEW,,MEDIUM
NC-0597,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[3],,"{""method"": ""GET"", ""path"": ""/api/onboarding/state"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Read onboarding state.""}","{""method"": ""GET"", ""path"": ""/api/onboarding/state"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Read onboarding state.""}","{""method"": ""GET"", ""path"": ""/api/onboarding/state"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Read onboarding state.""}",Extracted programmatically,NEW,,MEDIUM
NC-0598,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[3]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0599,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[3]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0600,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[3]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0601,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[3]/path,,/api/onboarding/state,/api/onboarding/state,/api/onboarding/state,Extracted programmatically,NEW,,MEDIUM
NC-0602,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[3]/purpose,,Read onboarding state.,Read onboarding state.,Read onboarding state.,Extracted programmatically,NEW,,MEDIUM
NC-0603,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[4],,"{""method"": ""PATCH"", ""path"": ""/api/onboarding/state"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Advance/dismiss permitted onboarding steps.""}","{""method"": ""PATCH"", ""path"": ""/api/onboarding/state"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Advance/dismiss permitted onboarding steps.""}","{""method"": ""PATCH"", ""path"": ""/api/onboarding/state"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Advance/dismiss permitted onboarding steps.""}",Extracted programmatically,NEW,,MEDIUM
NC-0604,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[4]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0605,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[4]/idempotency,,True,True,True,Extracted programmatically,NEW,,MEDIUM
NC-0606,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[4]/method,,PATCH,PATCH,PATCH,Extracted programmatically,NEW,,MEDIUM
NC-0607,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[4]/path,,/api/onboarding/state,/api/onboarding/state,/api/onboarding/state,Extracted programmatically,NEW,,MEDIUM
NC-0608,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[4]/purpose,,Advance/dismiss permitted onboarding steps.,Advance/dismiss permitted onboarding steps.,Advance/dismiss permitted onboarding steps.,Extracted programmatically,NEW,,MEDIUM
NC-0609,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[5],,"{""method"": ""POST"", ""path"": ""/api/uploads"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Create validated document upload intent/record.""}","{""method"": ""POST"", ""path"": ""/api/uploads"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Create validated document upload intent/record.""}","{""method"": ""POST"", ""path"": ""/api/uploads"", ""auth"": ""STUDENT"", ""idempotency"": true, ""purpose"": ""Create validated document upload intent/record.""}",Extracted programmatically,NEW,,MEDIUM
NC-0610,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[5]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0611,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[5]/idempotency,,True,True,True,Extracted programmatically,NEW,,MEDIUM
NC-0612,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[5]/method,,POST,POST,POST,Extracted programmatically,NEW,,MEDIUM
NC-0613,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[5]/path,,/api/uploads,/api/uploads,/api/uploads,Extracted programmatically,NEW,,MEDIUM
NC-0614,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[5]/purpose,,Create validated document upload intent/record.,Create validated document upload intent/record.,Create validated document upload intent/record.,Extracted programmatically,NEW,,MEDIUM
NC-0615,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[6],,"{""method"": ""GET"", ""path"": ""/api/uploads/:documentId"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read document processing state.""}","{""method"": ""GET"", ""path"": ""/api/uploads/:documentId"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read document processing state.""}","{""method"": ""GET"", ""path"": ""/api/uploads/:documentId"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read document processing state.""}",Extracted programmatically,NEW,,MEDIUM
NC-0616,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[6]/auth,,OWN_RESOURCE,OWN_RESOURCE,OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0617,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[6]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0618,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[6]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0619,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[6]/path,,/api/uploads/:documentId,/api/uploads/:documentId,/api/uploads/:documentId,Extracted programmatically,NEW,,MEDIUM
NC-0620,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[6]/purpose,,Read document processing state.,Read document processing state.,Read document processing state.,Extracted programmatically,NEW,,MEDIUM
NC-0621,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[7],,"{""method"": ""GET"", ""path"": ""/api/uploads/:documentId/candidates"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read candidate facts and review session.""}","{""method"": ""GET"", ""path"": ""/api/uploads/:documentId/candidates"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read candidate facts and review session.""}","{""method"": ""GET"", ""path"": ""/api/uploads/:documentId/candidates"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": false, ""purpose"": ""Read candidate facts and review session.""}",Extracted programmatically,NEW,,MEDIUM
NC-0622,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[7]/auth,,OWN_RESOURCE,OWN_RESOURCE,OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0623,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[7]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0624,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[7]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0625,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[7]/path,,/api/uploads/:documentId/candidates,/api/uploads/:documentId/candidates,/api/uploads/:documentId/candidates,Extracted programmatically,NEW,,MEDIUM
NC-0626,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[7]/purpose,,Read candidate facts and review session.,Read candidate facts and review session.,Read candidate facts and review session.,Extracted programmatically,NEW,,MEDIUM
NC-0627,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[8],,"{""method"": ""POST"", ""path"": ""/api/reviews/:reviewSessionId/submit"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": true, ""purpose"": ""Atomically confirm/edit/reject candidate facts.""}","{""method"": ""POST"", ""path"": ""/api/reviews/:reviewSessionId/submit"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": true, ""purpose"": ""Atomically confirm/edit/reject candidate facts.""}","{""method"": ""POST"", ""path"": ""/api/reviews/:reviewSessionId/submit"", ""auth"": ""OWN_RESOURCE"", ""idempotency"": true, ""purpose"": ""Atomically confirm/edit/reject candidate facts.""}",Extracted programmatically,NEW,,MEDIUM
NC-0628,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[8]/auth,,OWN_RESOURCE,OWN_RESOURCE,OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0629,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[8]/idempotency,,True,True,True,Extracted programmatically,NEW,,MEDIUM
NC-0630,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[8]/method,,POST,POST,POST,Extracted programmatically,NEW,,MEDIUM
NC-0631,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[8]/path,,/api/reviews/:reviewSessionId/submit,/api/reviews/:reviewSessionId/submit,/api/reviews/:reviewSessionId/submit,Extracted programmatically,NEW,,MEDIUM
NC-0632,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[8]/purpose,,Atomically confirm/edit/reject candidate facts.,Atomically confirm/edit/reject candidate facts.,Atomically confirm/edit/reject candidate facts.,Extracted programmatically,NEW,,MEDIUM
NC-0633,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[9],,"{""method"": ""GET"", ""path"": ""/api/facts"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Query safe canonical fact views with bounded filters.""}","{""method"": ""GET"", ""path"": ""/api/facts"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Query safe canonical fact views with bounded filters.""}","{""method"": ""GET"", ""path"": ""/api/facts"", ""auth"": ""STUDENT"", ""idempotency"": false, ""purpose"": ""Query safe canonical fact views with bounded filters.""}",Extracted programmatically,NEW,,MEDIUM
NC-0634,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[9]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0635,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[9]/idempotency,,False,False,False,Extracted programmatically,NEW,,MEDIUM
NC-0636,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[9]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0637,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[9]/path,,/api/facts,/api/facts,/api/facts,Extracted programmatically,NEW,,MEDIUM
NC-0638,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/endpoint_catalog[9]/purpose,,Query safe canonical fact views with bounded filters.,Query safe canonical fact views with bounded filters.,Query safe canonical fact views with bounded filters.,Extracted programmatically,NEW,,MEDIUM
NC-0644,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract,,"{""header"": ""Idempotency-Key"", ""scope"": ""organizationId + authenticated userId + route contract + key"", ""rules"": [""Required for externally retryable mutation endpoints marked idempotent."", ""Same key + same normalized request fingerprint returns prior committed response."", ""Same key + different fingerprint returns 409 IDEMPOTENCY_CONFLICT."", ""Keys have documented retention; expiry never changes already committed domain truth."", ""Do not use idempotency keys as authorization tokens."", ""Async jobs derive stable dedupe keys from immutable resource/version identity.""]}","{""header"": ""Idempotency-Key"", ""scope"": ""organizationId + authenticated userId + route contract + key"", ""rules"": [""Required for externally retryable mutation endpoints marked idempotent."", ""Same key + same normalized request fingerprint returns prior committed response."", ""Same key + different fingerprint returns 409 IDEMPOTENCY_CONFLICT."", ""Keys have documented retention; expiry never changes already committed domain truth."", ""Do not use idempotency keys as authorization tokens."", ""Async jobs derive stable dedupe keys from immutable resource/version identity.""]}","{""header"": ""Idempotency-Key"", ""scope"": ""organizationId + authenticated userId + route contract + key"", ""rules"": [""Required for externally retryable mutation endpoints marked idempotent."", ""Same key + ",Extracted programmatically,NEW,,MEDIUM
NC-0645,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/header,,Idempotency-Key,Idempotency-Key,Idempotency-Key,Extracted programmatically,NEW,,MEDIUM
NC-0646,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/rules[0],,Required for externally retryable mutation endpoints marked idempotent.,Required for externally retryable mutation endpoints marked idempotent.,Required for externally retryable mutation endpoints marked idempotent.,Extracted programmatically,NEW,,MEDIUM
NC-0647,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/rules[1],,Same key + same normalized request fingerprint returns prior committed response.,Same key + same normalized request fingerprint returns prior committed response.,Same key + same normalized request fingerprint returns prior committed response.,Extracted programmatically,NEW,,MEDIUM
NC-0648,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/rules[2],,Same key + different fingerprint returns 409 IDEMPOTENCY_CONFLICT.,Same key + different fingerprint returns 409 IDEMPOTENCY_CONFLICT.,Same key + different fingerprint returns 409 IDEMPOTENCY_CONFLICT.,Extracted programmatically,NEW,,MEDIUM
NC-0649,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/rules[3],,Keys have documented retention; expiry never changes already committed domain truth.,Keys have documented retention; expiry never changes already committed domain truth.,Keys have documented retention; expiry never changes already committed domain truth.,Extracted programmatically,NEW,,MEDIUM
NC-0650,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/rules[4],,Do not use idempotency keys as authorization tokens.,Do not use idempotency keys as authorization tokens.,Do not use idempotency keys as authorization tokens.,Extracted programmatically,NEW,,MEDIUM
NC-0651,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/rules[5],,Async jobs derive stable dedupe keys from immutable resource/version identity.,Async jobs derive stable dedupe keys from immutable resource/version identity.,Async jobs derive stable dedupe keys from immutable resource/version identity.,Extracted programmatically,NEW,,MEDIUM
NC-0652,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/idempotency_contract/scope,,organizationId + authenticated userId + route contract + key,organizationId + authenticated userId + route contract + key,organizationId + authenticated userId + route contract + key,Extracted programmatically,NEW,,MEDIUM
NC-0653,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/scope_note,,Proposed implementation contracts derived from frozen MVP principles; not claimed as historical approvals.,Proposed implementation contracts derived from frozen MVP principles; not claimed as historical approvals.,Proposed implementation contracts derived from frozen MVP principles; not claimed as historical approvals.,Extracted programmatically,NEW,,MEDIUM
NC-0654,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests,,"{""Sprint 0"": [""Inventory existing routes, schemas, auth middleware, Firestore collections, Cloudinary flows and AI calls."", ""Every component receives KEEP/REFACTOR/REPLACE/DEFER with evidence and owner.""], ""Sprint 1"": [""Cross-tenant guessed-ID GET returns 404/403 without leakage."", ""Body/query/header organizationId tampering cannot switch scope."", ""Tenant-owned repository call without TenantContext is impossible by interface.""], ""Sprint 2"": [""Fresh login on second device restores profile/onboarding state."", ""Incomplete profile remains valid."", ""Optimistic version conflict returns 409.""], ""Sprint 3"": [""Unsupported MIME rejected."", ""Duplicate retry with same idempotency key does not create second Document."", ""Extraction failure never creates canonical Fact."", ""Candidate facts require review.""], ""Sprint 4"": [""Every MVP academic Fact has provenance."", ""Unknown freshness remains UNKNOWN."", ""Stale fact is distinguishable from missing fact.""], ""Sprint 5"": [""Conflicting candidate does not silently overwrite canonical fact."", ""Correction cannot target another user's fact."", ""Sensitive privacy action requires explicit confirmation/re-auth policy."", ""Deletion purges authorized projections/indexes/caches according to lifecycle.""], ""Sprint 6"": [""Marksheet upload maps reviewed subjects/results to correct term."", ""Missing maxScore does not default to 100."", ""Aggregate attendance is not guessed as subject attendance.""], ""Sprint 7"": [""Missing data prompt distinguishes unknown from zero."", ""Dismissed prompt persists."", ""No spam loop after dismissal.""], ""Sprint 8"": [""No evidence returns INSUFFICIENT_DATA."", ""Unresolved conflict returns CONFLICTED or explicit disclosure."", ""Stale evidence is disclosed."", ""Semantic retrieval cannot cross tenant."", ""CandidateFact is excluded from settled factual answer.""], ""Sprint 9"": [""Rate limits, retry, idempotency, observability and backup/recovery drills pass."", ""Critical journey passes on mobile and fresh session."", ""Security regression suite passes before release.""]}","{""Sprint 0"": [""Inventory existing routes, schemas, auth middleware, Firestore collections, Cloudinary flows and AI calls."", ""Every component receives KEEP/REFACTOR/REPLACE/DEFER with evidence and owner.""], ""Sprint 1"": [""Cross-tenant guessed-ID GET returns 404/403 without leakage."", ""Body/query/header organizationId tampering cannot switch scope."", ""Tenant-owned repository call without TenantContext is impossible by interface.""], ""Sprint 2"": [""Fresh login on second device restores profile/onboarding state."", ""Incomplete profile remains valid."", ""Optimistic version conflict returns 409.""], ""Sprint 3"": [""Unsupported MIME rejected."", ""Duplicate retry with same idempotency key does not create second Document."", ""Extraction failure never creates canonical Fact."", ""Candidate facts require review.""], ""Sprint 4"": [""Every MVP academic Fact has provenance."", ""Unknown freshness remains UNKNOWN."", ""Stale fact is distinguishable from missing fact.""], ""Sprint 5"": [""Conflicting candidate does not silently overwrite canonical fact."", ""Correction cannot target another user's fact."", ""Sensitive privacy action requires explicit confirmation/re-auth policy."", ""Deletion purges authorized projections/indexes/caches according to lifecycle.""], ""Sprint 6"": [""Marksheet upload maps reviewed subjects/results to correct term."", ""Missing maxScore does not default to 100."", ""Aggregate attendance is not guessed as subject attendance.""], ""Sprint 7"": [""Missing data prompt distinguishes unknown from zero."", ""Dismissed prompt persists."", ""No spam loop after dismissal.""], ""Sprint 8"": [""No evidence returns INSUFFICIENT_DATA."", ""Unresolved conflict returns CONFLICTED or explicit disclosure."", ""Stale evidence is disclosed."", ""Semantic retrieval cannot cross tenant."", ""CandidateFact is excluded from settled factual answer.""], ""Sprint 9"": [""Rate limits, retry, idempotency, observability and backup/recovery drills pass."", ""Critical journey passes on mobile and fresh session."", ""Security regression suite passes before release.""]}","{""Sprint 0"": [""Inventory existing routes, schemas, auth middleware, Firestore collections, Cloudinary flows and AI calls."", ""Every component receives KEEP/REFACTOR/REPLACE/DEFER with evidence and owne",Extracted programmatically,NEW,,MEDIUM
NC-0655,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 0[0],,"Inventory existing routes, schemas, auth middleware, Firestore collections, Cloudinary flows and AI calls.","Inventory existing routes, schemas, auth middleware, Firestore collections, Cloudinary flows and AI calls.","Inventory existing routes, schemas, auth middleware, Firestore collections, Cloudinary flows and AI calls.",Extracted programmatically,NEW,,MEDIUM
